date,open_btc,high_btc,low_btc,close_btc,volume_btc,%var_btc,open_sp,high_sp,low_sp,close_sp,volume_sp,%var_sp,close_gd,open_gd,high_gd,low_gd,volume_gd,%var_gd
2012-12-11,13.48827513,14.12287003,11.10073338,13.56332623,28034,0.56,1418.55,1434.27,1418.55,1427.84,3650230000,0.65,1.7096,1.7139,1.7158,1.706,8104000,-0.28
2012-12-12,13.57595532,15.85975929,13.07489998,13.67323556,37678,0.72,1427.84,1438.59,1426.76,1428.48,3709050000,0.04,1.7179,1.712,1.725,1.7085,16709000,0.49
2012-12-13,13.67600467,16.24362448,13.0156632,13.7881444,24234,0.82,1428.48,1431.36,1416.0,1419.45,3349960000,-0.63,1.6968,1.7128,1.7128,1.6907,17136000,-1.23
2012-12-14,13.78847733,16.57368433,12.89311926,13.76860435,70024,-0.14,1419.45,1419.45,1411.88,1413.58,3210170000,-0.41,1.697,1.6996,1.7019,1.694,8524000,0.01
2012-12-17,13.62111277,13.84746412,11.15817027,13.38649078,63479,-1.72,1413.54,1430.67,1413.54,1430.36,3455610000,1.19,1.6982,1.6984,1.701,1.6875,9393000,0.07
2012-12-18,13.37634561,13.90039671,11.15254308,13.38261509,23247,0.05,1430.47,1448.0,1430.47,1446.79,4302240000,1.14,1.6707,1.6991,1.7044,1.662,18040000,-1.62
2012-12-19,13.37234159,14.30481638,11.21440073,13.45665339,38831,0.63,1446.79,1447.75,1435.8,1435.81,3869800000,-0.76,1.6677,1.6717,1.6778,1.6642,15744000,-0.18
2012-12-20,13.469629,14.96441439,11.9895222,13.52429238,32923,0.41,1435.81,1443.7,1432.82,1443.69,3686580000,0.55,1.6459,1.6679,1.6728,1.636,18998000,-1.31
2012-12-21,13.52422236,15.04326784,12.64659275,13.53259766,25291,0.06,1443.67,1443.67,1422.58,1430.15,5229160000,-0.94,1.6601,1.6485,1.6605,1.6363,13609000,0.86
2012-12-24,13.31775733,15.13025849,12.5563232,13.46215001,16716,1.08,1430.15,1430.15,1424.66,1426.66,1248960000,-0.24,1.6595,1.658,1.6665,1.6527,4401000,-0.04
2012-12-26,13.4479929,15.03065811,12.65433387,13.46452665,15888,0.12,1426.66,1429.42,1416.43,1419.83,2285030000,-0.48,1.6607,1.6574,1.6687,1.6506,5272000,0.07
2012-12-27,13.4781539,15.61400417,12.04135366,13.42095444,19795,-0.42,1419.83,1422.8,1401.8,1418.1,2830180000,-0.12,1.6637,1.6598,1.6661,1.6531,9588000,0.18
2012-12-28,13.4201676,14.33707756,12.01139091,13.48663497,23731,0.5,1418.1,1418.1,1401.58,1402.43,2426680000,-1.1,1.6559,1.664,1.667,1.6541,7514000,-0.47
2012-12-31,13.48373286,16.58882814,12.69813116,13.5285789,14997,0.33,1402.43,1426.74,1398.11,1426.19,3204330000,1.69,1.6758,1.6559,1.681,1.6559,8522000,1.2
2013-01-02,13.49811674,14.90998665,12.39830465,13.47588588,17983,-0.16,1426.19,1462.43,1426.19,1462.42,4202600000,2.54,1.6888,1.6764,1.6954,1.6709,13283000,0.78
2013-01-03,13.47577912,14.32725419,12.25265415,13.39987881,18024,-0.56,1462.42,1465.47,1455.53,1459.37,3829730000,-0.21,1.6746,1.6862,1.6905,1.6612,14379000,-0.84
2013-01-04,13.40029122,16.19616936,12.7463485,13.49017317,29724,0.67,1459.37,1467.94,1458.99,1466.47,3424290000,0.49,1.6489,1.6638,1.6645,1.626,25273000,-1.53
2013-01-07,13.53211054,16.91231887,13.23551456,13.53184632,25445,-0.0,1466.47,1466.47,1456.62,1461.89,3304970000,-0.31,1.6463,1.6563,1.663,1.6426,14082000,-0.16
2013-01-08,13.52709152,15.09429126,11.97719279,13.61189428,42802,0.63,1461.89,1461.89,1451.64,1457.15,3601600000,-0.32,1.6622,1.6476,1.6627,1.6468,14684000,0.97
2013-01-09,13.61213029,14.65458615,12.64010194,13.77099939,28731,1.17,1457.15,1464.73,1457.15,1461.02,3674390000,0.27,1.6555,1.6599,1.666,1.6513,13171000,-0.4
2013-01-10,13.77092647,14.57427016,11.70651345,14.04514974,51830,1.99,1461.02,1472.3,1461.02,1472.12,4081840000,0.76,1.678,1.658,1.6788,1.6538,15932000,1.36
2013-01-11,14.04565891,16.90344303,12.73803715,14.14937074,40371,0.74,1472.12,1472.75,1467.58,1472.05,3340650000,-0.0,1.6606,1.6741,1.6769,1.6531,17608000,-1.04
2013-01-14,14.30430904,15.38816503,13.09528002,14.30837702,21996,0.03,1472.05,1472.05,1465.69,1470.68,3003010000,-0.09,1.6694,1.6595,1.6748,1.6595,12686000,0.53
2013-01-15,14.31729599,17.06952315,13.71697612,14.29598159,51653,-0.15,1470.67,1473.31,1463.76,1472.34,3135350000,0.11,1.6839,1.6678,1.6849,1.6662,14977000,0.87
2013-01-16,14.29807177,15.48732279,12.31500721,14.54262114,45534,1.71,1472.33,1473.96,1467.6,1472.63,3384080000,0.02,1.6832,1.6797,1.6847,1.673,13753000,-0.04
2013-01-17,14.54266573,16.08632527,13.66254007,15.44014193,65189,6.17,1472.63,1485.16,1472.63,1480.94,3706710000,0.56,1.6908,1.6805,1.6978,1.6664,20294000,0.45
2013-01-18,15.44575287,19.42520985,14.80829987,15.54198444,55777,0.62,1480.95,1485.98,1475.81,1485.98,3795740000,0.34,1.687,1.6874,1.6951,1.6833,11554000,-0.22
2013-01-23,17.16165571,20.5474167,16.47660598,17.56134765,49428,2.33,1492.56,1496.13,1489.9,1494.81,3552010000,0.15,1.6867,1.6917,1.6948,1.6831,14143000,-0.38
2013-01-24,17.60092839,22.83846849,16.44588863,17.08409772,171634,-2.94,1494.81,1502.27,1489.46,1494.82,3699430000,0.0,1.6699,1.6838,1.6858,1.6642,17996000,-1.0
2013-01-25,17.08135627,21.19665023,16.02889626,18.56021287,80674,8.66,1494.82,1503.26,1494.82,1502.96,3476290000,0.54,1.6566,1.667,1.6716,1.655,16211000,-0.8
2013-01-28,17.74651455,18.72743198,15.56183088,18.55876187,57791,4.58,1502.96,1503.23,1496.33,1500.18,3388540000,-0.18,1.6529,1.6579,1.6616,1.651,18438000,-0.22
2013-01-29,18.55448493,21.18685383,16.22904287,19.47350441,86226,4.95,1500.18,1509.35,1498.09,1507.84,3949640000,0.51,1.6608,1.6539,1.665,1.6535,14586000,0.48
2013-01-30,19.47149742,21.19304427,16.93634213,19.77510781,44916,1.56,1507.84,1509.94,1500.11,1501.96,3726810000,-0.39,1.6816,1.6641,1.685,1.6635,18322000,1.25
2013-01-31,19.77810125,23.41585152,18.42289341,20.26963683,99137,2.49,1501.96,1504.19,1496.76,1498.11,3999880000,-0.26,1.662,1.677,1.6817,1.6584,15962000,-1.17
2013-02-01,20.26148547,22.76794028,18.36848642,20.52404729,49951,1.3,1498.11,1514.41,1498.11,1513.17,3836320000,1.01,1.6706,1.6652,1.683,1.6606,17705000,0.52
2013-02-04,20.7214864,22.50978969,19.48733521,20.57777016,52321,-0.69,1513.17,1513.17,1495.02,1495.71,3390000000,-1.15,1.6764,1.6691,1.6786,1.6618,11253000,0.35
2013-02-05,20.64699436,25.71122074,18.18928481,20.75961928,29060,0.55,1495.71,1514.96,1495.71,1511.29,3618360000,1.04,1.6735,1.6755,1.687,1.6672,15415000,-0.17
2013-02-06,20.74654051,21.47593625,17.42111871,20.96281652,52106,1.04,1511.29,1512.53,1504.71,1512.12,3611570000,0.05,1.6788,1.6734,1.6805,1.6688,9716000,0.32
2013-02-07,20.96664243,26.11201311,20.5143431,21.69619448,64367,3.48,1512.12,1512.9,1498.49,1509.39,3614580000,-0.18,1.6713,1.678,1.6839,1.6634,18351000,-0.45
2013-02-08,21.70826787,24.69543726,21.09172778,22.24876393,48661,2.49,1509.39,1518.31,1509.39,1517.93,2986150000,0.57,1.6669,1.6718,1.6743,1.6658,9474000,-0.26
2013-02-11,23.90015881,27.94406908,22.88141959,24.54176417,29530,2.68,1517.93,1518.31,1513.61,1517.01,2684100000,-0.06,1.6491,1.6679,1.6703,1.6441,16167000,-1.07
2013-02-12,24.54491244,27.35865136,22.65733542,25.12181648,74170,2.35,1517.01,1522.29,1515.61,1519.43,3414370000,0.16,1.6496,1.6486,1.6538,1.6395,13708000,0.03
2013-02-13,25.1316521,27.66117251,23.21033414,25.07980504,90041,-0.21,1519.43,1524.69,1515.93,1520.33,3385880000,0.06,1.6451,1.6525,1.655,1.6405,13085000,-0.27
2013-02-14,25.07835651,26.11643369,21.69268792,25.90549239,145854,3.3,1520.33,1523.14,1514.02,1521.38,3759740000,0.07,1.6355,1.6425,1.65,1.6328,17443000,-0.58
2013-02-15,25.91093475,29.98175594,25.02371308,27.15308398,51691,4.79,1521.38,1524.24,1514.14,1519.79,3838510000,-0.1,1.6095,1.6342,1.636,1.5967,25838000,-1.59
2013-02-20,27.50423436,32.31095947,27.29191045,29.6326173,37238,7.74,1530.94,1530.94,1511.41,1511.95,4240570000,-1.24,1.578,1.6042,1.6092,1.5581,26041000,-1.63
2013-02-21,29.65810607,34.9037003,28.67569859,29.74987588,34672,0.31,1511.95,1511.95,1497.29,1502.42,4274600000,-0.63,1.5786,1.5648,1.5844,1.5543,22353000,0.04
2013-02-22,29.82337523,38.71373559,29.2927261,30.2113285,66804,1.3,1502.42,1515.64,1502.42,1515.6,3419320000,0.88,1.5728,1.577,1.587,1.5693,14221000,-0.37
2013-02-25,29.80775701,31.55789397,25.3403734,30.35694663,26825,1.84,1515.6,1525.84,1487.85,1487.85,4011050000,-1.83,1.5866,1.5797,1.5965,1.5747,16411000,0.88
2013-02-26,30.37230069,35.58797432,27.77445283,30.62012654,42947,0.82,1487.85,1498.99,1485.01,1496.94,3975280000,0.61,1.6155,1.5927,1.6197,1.5837,25486000,1.82
2013-02-27,30.58781213,33.70528794,25.48741979,31.0517426,30493,1.52,1496.94,1520.08,1494.88,1515.99,3551850000,1.27,1.5957,1.6136,1.6144,1.5914,17216000,-1.23
2013-02-28,30.91942017,34.70765945,26.02968306,32.02815427,126830,3.59,1515.99,1525.34,1514.46,1514.68,3912320000,-0.09,1.5781,1.5963,1.6025,1.5743,19016000,-1.1
2013-03-01,32.04618139,40.96944063,32.04618139,34.05816908,39814,6.28,1514.68,1519.99,1501.48,1518.2,3695610000,0.23,1.5723,1.5785,1.5869,1.564,19369000,-0.37
2013-03-04,34.33226197,35.77441929,28.00640426,34.27236859,46685,-0.17,1518.2,1525.27,1512.29,1525.2,3414430000,0.46,1.5724,1.578,1.5843,1.5687,12291000,0.01
2013-03-05,34.27958051,39.04147046,31.94087977,38.11063417,85765,11.18,1525.2,1543.47,1525.2,1539.79,3610690000,0.96,1.5749,1.5742,1.5858,1.5711,14672000,0.16
2013-03-06,38.11996321,49.44541401,37.83512083,40.81223027,126795,7.06,1539.79,1545.25,1538.11,1541.46,3676890000,0.11,1.5749,1.5749,1.5843,1.5664,16987000,0.0
2013-03-07,40.96149436,53.40305387,39.81397714,42.0,157898,2.54,1541.46,1545.78,1541.46,1544.26,3634710000,0.18,1.5751,1.5838,1.5849,1.574,14157000,0.01
2013-03-08,42.02206786,53.04415728,40.92783325,44.06320999,47043,4.86,1544.26,1552.48,1542.94,1551.18,3652260000,0.45,1.5769,1.5774,1.5831,1.5604,21396000,0.11
2013-03-11,46.27252893,56.56057437,43.3243333,47.82448332,41447,3.35,1551.15,1556.27,1547.36,1556.22,3091080000,0.33,1.578,1.5783,1.5825,1.5745,10121000,0.07
2013-03-12,47.80631348,52.34242305,38.91503088,46.51248342,183045,-2.71,1556.22,1556.77,1548.24,1552.48,3274910000,-0.24,1.5917,1.5804,1.5976,1.5788,15041000,0.87
2013-03-13,46.5055121,48.50352617,39.63113796,45.74626518,49627,-1.63,1552.48,1556.39,1548.25,1554.52,3073830000,0.13,1.5884,1.592,1.5988,1.5844,14180000,-0.21
2013-03-14,45.75259783,53.73317481,43.48866605,47.07235772,37129,2.88,1554.52,1563.32,1554.52,1563.23,3459260000,0.56,1.5907,1.5867,1.5922,1.5752,14416000,0.14
2013-03-15,47.07619647,52.41145425,41.92051784,46.88043039,20160,-0.42,1563.21,1563.62,1555.74,1560.7,5175850000,-0.16,1.5926,1.5894,1.5979,1.5873,9899000,0.12
2013-03-18,47.74176036,61.81042716,47.67972635,51.01725682,65032,6.86,1560.7,1560.7,1545.13,1552.1,3164560000,-0.55,1.6046,1.597,1.6104,1.5896,17607000,0.75
2013-03-19,51.11806964,63.81055158,49.93984796,52.36282461,112206,2.44,1552.1,1557.25,1538.57,1548.34,3796210000,-0.24,1.6113,1.6037,1.615,1.599,16589000,0.42
2013-03-20,52.53731073,71.06669193,52.53731073,63.07642377,93178,20.06,1548.34,1561.56,1548.34,1558.71,3349090000,0.67,1.6075,1.6119,1.6139,1.5996,12757000,-0.24
2013-03-21,63.09676946,83.13601967,62.35370176,66.51211423,94152,5.41,1558.71,1558.71,1543.55,1545.8,3243270000,-0.83,1.6138,1.6057,1.6165,1.6036,13059000,0.39
2013-03-22,66.57375509,88.68329413,66.57375509,69.98967503,73103,5.13,1545.9,1557.74,1545.9,1556.89,2948380000,0.71,1.6061,1.614,1.6153,1.6026,13873000,-0.48
2013-03-25,70.71044003,77.76890517,61.02490678,73.21213293,79467,3.54,1556.89,1564.91,1546.22,1551.69,3178170000,-0.33,1.6045,1.6088,1.6128,1.5884,23409000,-0.1
2013-03-26,73.19709763,81.89516138,65.26669894,75.6978879,56618,3.42,1551.69,1563.95,1551.69,1563.77,2869260000,0.78,1.5957,1.6045,1.605,1.5934,16548000,-0.55
2013-03-27,75.71086481,87.46415518,71.83052606,83.41769084,71795,10.18,1563.75,1564.07,1551.9,1562.85,2914210000,-0.06,1.6072,1.601,1.609,1.5919,17989000,0.72
2013-03-28,83.33486961,86.40715354,71.87631165,86.24812092,140006,3.5,1562.86,1570.28,1561.08,1569.19,3304440000,0.41,1.5957,1.6056,1.6083,1.5943,12353000,-0.72
2013-04-01,92.47043987,100.7379439,82.99301486,99.56809331,90446,7.68,1569.18,1570.57,1558.47,1562.17,2753110000,-0.45,1.6009,1.5981,1.6016,1.5952,6218000,0.33
2013-04-02,99.56835171,111.16744287,94.30860758,105.68146435,81672,6.14,1562.17,1573.66,1562.17,1570.25,3312160000,0.52,1.5759,1.6001,1.6043,1.574,16569000,-1.56
2013-04-03,105.72455272,141.62426909,99.85990972,121.52853964,153128,14.95,1570.25,1571.47,1549.8,1553.69,4060610000,-1.05,1.5535,1.5764,1.5773,1.5497,20951000,-1.42
2013-04-04,121.56722721,137.92945684,119.05496851,131.20908845,88736,7.93,1553.69,1562.6,1552.52,1559.98,3350670000,0.4,1.5524,1.5577,1.5593,1.5394,18853000,-0.07
2013-04-05,131.17283377,148.36597185,113.22537809,139.7593577,68281,6.55,1559.98,1559.98,1539.5,1553.28,3515410000,-0.43,1.5759,1.554,1.5818,1.549,19080000,1.51
2013-04-08,153.78325931,205.42635035,153.78325931,182.51162327,114414,18.68,1553.26,1563.07,1548.63,1563.07,2887120000,0.63,1.5725,1.5808,1.5829,1.5666,11170000,-0.22
2013-04-09,182.57820022,218.86432626,176.08476171,189.90842722,105926,4.01,1563.11,1573.89,1560.92,1568.61,3252780000,0.35,1.5867,1.5724,1.5901,1.57,12655000,0.9
2013-04-10,190.0104272,250.18543566,184.08305658,228.19894118,190313,20.1,1568.61,1589.07,1568.61,1587.73,3453350000,1.22,1.5588,1.585,1.5885,1.5553,17637000,-1.76
2013-04-11,227.97921023,232.11148079,143.34274538,151.03559838,118714,-33.75,1587.73,1597.35,1586.17,1593.37,3393950000,0.36,1.5649,1.559,1.5681,1.553,13776000,0.39
2013-04-12,150.85380718,150.85380718,98.20111074,117.58558608,554438,-22.05,1593.3,1593.3,1579.97,1588.85,3206290000,-0.28,1.5014,1.5603,1.5642,1.476,37434000,-4.06
2013-04-15,93.27147652,111.64524887,86.17109286,99.51967961,236685,6.7,1588.84,1588.84,1552.28,1552.36,4660130000,-2.3,1.3611,1.481,1.495,1.3351,70034000,-9.34
2013-04-16,99.46441202,99.46441202,56.84808735,68.19326986,574486,-31.44,1552.36,1575.35,1552.36,1574.57,3654700000,1.43,1.3874,1.355,1.4042,1.3215,42478000,1.93
2013-04-17,68.19239826,72.6368385,58.96921229,69.96080342,327111,2.59,1574.57,1574.57,1543.69,1552.01,4250310000,-1.43,1.3827,1.3714,1.3952,1.365,25530000,-0.34
2013-04-18,70.56431012,126.74905271,70.56431012,103.87391442,173409,47.2,1552.03,1554.38,1536.03,1541.61,3890800000,-0.67,1.3925,1.3761,1.402,1.3356,24691000,0.71
2013-04-19,104.01093893,130.77863222,99.86794697,115.77266673,256425,11.31,1541.61,1555.89,1539.4,1555.25,3569870000,0.88,1.3956,1.393,1.4247,1.3854,19970000,0.22
2013-04-22,124.2677361,133.05829976,106.2236906,123.44838397,59333,-0.66,1555.25,1565.55,1548.19,1562.5,2979880000,0.47,1.4212,1.4083,1.4388,1.4035,18668000,1.83
2013-04-23,123.51475653,144.69433603,120.69986372,127.45834109,116193,3.19,1562.5,1579.58,1562.5,1578.78,3565150000,1.04,1.4088,1.4254,1.4328,1.404,21591000,-0.87
2013-04-24,127.72712448,185.87225954,127.72712448,148.82315689,224877,16.52,1578.78,1583.0,1575.8,1578.79,3598240000,0.0,1.4237,1.4125,1.4336,1.4115,14230000,1.06
2013-04-25,148.82236146,160.39757887,129.29814492,152.67216657,187098,2.59,1578.93,1592.64,1578.93,1585.16,3908580000,0.39,1.462,1.4303,1.4686,1.4263,19732000,2.69
2013-04-26,163.98580025,163.98580025,139.01415486,139.41992885,128520,-14.98,1585.16,1585.78,1577.56,1582.24,3198620000,-0.18,1.4536,1.4673,1.4848,1.4473,23966000,-0.57
2013-04-29,134.4440002441,147.4880065918,134.0,144.5399932861,0,7.51,1582.34,1596.65,1582.34,1593.61,2891200000,0.71,1.4674,1.4662,1.4783,1.4616,12251000,0.95
2013-04-30,144.0,146.9299926758,134.0500030518,139.0,0,-3.47,1593.58,1597.57,1586.5,1597.57,3745070000,0.25,1.4721,1.4766,1.4795,1.4605,15410000,0.32
2013-05-01,139.0,139.8899993896,107.7200012207,116.9899978638,0,-15.83,1597.55,1597.55,1581.28,1582.7,3530320000,-0.93,1.4462,1.4756,1.4774,1.4397,17019000,-1.76
2013-05-02,116.3799972534,125.5999984741,92.2818984985,105.2099990845,0,-9.6,1582.77,1598.6,1582.77,1597.59,3366950000,0.94,1.4676,1.457,1.4733,1.4481,15283000,1.48
2013-05-03,106.25,108.1279983521,79.0999984741,97.75,0,-8.0,1597.6,1618.46,1597.6,1614.42,3603910000,1.05,1.4642,1.4662,1.4872,1.4554,17503000,-0.23
2013-05-06,115.9800033569,124.6630020142,106.6399993896,112.3000030518,0,-3.17,1614.4,1619.77,1614.21,1617.5,3062240000,0.19,1.468,1.47,1.4784,1.4638,8080000,0.26
2013-05-07,112.25,113.4440002441,97.6999969482,111.5,0,-0.67,1617.55,1626.03,1616.64,1625.96,3309580000,0.52,1.4488,1.4691,1.47,1.4404,19250000,-1.31
2013-05-08,109.5999984741,115.7799987793,109.5999984741,113.5660018921,0,3.62,1625.95,1632.78,1622.7,1632.69,3554700000,0.41,1.4737,1.4516,1.4758,1.4467,15896000,1.72
2013-05-09,113.1999969482,113.4599990845,109.2600021362,112.6699981689,0,-0.47,1632.69,1635.01,1623.09,1626.67,3457400000,-0.37,1.4686,1.473,1.476,1.4521,16247000,-0.35
2013-05-10,112.7990036011,122.0,111.5510025024,117.1999969482,0,3.9,1626.69,1633.7,1623.71,1633.7,3086470000,0.43,1.4366,1.4575,1.4612,1.4185,23140000,-2.18
2013-05-13,114.8199996948,118.6989974976,114.5,117.9800033569,0,2.75,1632.1,1636.0,1626.74,1633.77,2910600000,0.1,1.4343,1.4477,1.4483,1.4247,15101000,-0.16
2013-05-14,117.9800033569,119.8000030518,110.25,111.5,0,-5.49,1633.75,1651.1,1633.75,1650.34,3457790000,1.02,1.4245,1.4295,1.4449,1.4197,17307000,-0.68
2013-05-15,111.4000015259,115.8099975586,103.5,114.2200012207,0,2.53,1649.13,1661.49,1646.68,1658.78,3657440000,0.59,1.3962,1.4245,1.4294,1.3864,22980000,-1.99
2013-05-16,114.2200012207,118.7600021362,112.1999969482,118.7600021362,0,3.97,1658.07,1660.51,1648.6,1650.47,3513130000,-0.46,1.3869,1.3925,1.397,1.368,22253000,-0.67
2013-05-17,118.2099990845,125.3000030518,116.5709991455,123.0149993896,0,4.06,1652.45,1667.47,1652.45,1667.47,3440710000,0.91,1.3647,1.3852,1.3913,1.3536,22904000,-1.6
2013-05-20,122.5,123.6210021973,120.1200027466,122.0,0,-0.41,1665.71,1672.84,1663.52,1666.29,3275080000,0.03,1.3841,1.3613,1.3979,1.3363,25837000,1.42
2013-05-21,122.0199966431,123.0,121.2099990845,122.8799972534,0,0.7,1666.2,1674.93,1662.67,1669.16,3513560000,0.18,1.3776,1.3924,1.3999,1.358,22502000,-0.47
2013-05-22,122.8899993896,124.0009994507,122.0,123.888999939,0,0.81,1669.39,1687.18,1648.86,1655.35,4361020000,-0.84,1.3674,1.3745,1.4133,1.3531,32864000,-0.74
2013-05-23,123.8000030518,126.9339981079,123.0999984741,126.6999969482,0,2.34,1651.62,1655.5,1635.53,1650.51,3945510000,-0.07,1.3918,1.3679,1.3971,1.355,22070000,1.78
2013-05-24,126.3000030518,133.8500061035,125.71900177,133.1999969482,0,5.46,1646.67,1649.78,1636.88,1649.6,2758080000,0.18,1.3866,1.3899,1.3971,1.3811,13651000,-0.37
2013-05-29,129.0,132.5899963379,127.6620025635,132.3000030518,0,2.56,1656.57,1656.57,1640.05,1648.36,3587140000,-0.5,1.3913,1.3799,1.3949,1.3791,16867000,0.9
2013-05-30,132.25,132.25,127.0,128.7989959717,0,-2.61,1649.14,1661.91,1648.61,1654.41,3498620000,0.32,1.412,1.3929,1.4177,1.3884,20283000,1.49
2013-05-31,128.7989959717,129.8999938965,126.4000015259,129.0,0,0.16,1652.13,1658.99,1630.74,1630.74,4099600000,-1.29,1.393,1.4129,1.4216,1.3842,16785000,-1.35
2013-06-03,122.5,122.5,116.0,122.2220001221,0,-0.23,1631.71,1640.42,1622.72,1640.42,3952070000,0.53,1.4119,1.3888,1.4165,1.3883,14177000,1.36
2013-06-04,120.7369995117,123.8399963379,119.0999984741,121.4199981689,0,0.57,1640.73,1646.53,1623.62,1631.38,3653840000,-0.57,1.3972,1.4112,1.4148,1.3881,11753000,-1.04
2013-06-05,121.4000015259,123.46900177,119.8990020752,121.6500015259,0,0.21,1629.05,1629.31,1607.09,1608.9,3632350000,-1.24,1.3985,1.3988,1.4103,1.3951,13966000,0.09
2013-06-06,121.9000015259,123.0999984741,117.25,118.0,0,-3.2,1609.29,1622.56,1598.23,1622.56,3547380000,0.82,1.4158,1.4018,1.4233,1.3912,17714000,1.24
2013-06-07,118.9700012207,119.0,106.4199981689,111.5,0,-6.28,1625.27,1644.4,1625.27,1643.38,3371990000,1.11,1.383,1.4127,1.4177,1.3771,19905000,-2.32
2013-06-10,100.43699646,110.1009979248,95.0019989014,106.3499984741,0,5.89,1644.67,1648.69,1639.26,1642.81,2978730000,-0.11,1.386,1.383,1.3885,1.3751,10906000,0.22
2013-06-11,106.3499984741,109.5999984741,104.0,108.9000015259,0,2.4,1638.64,1640.13,1622.92,1626.13,3435710000,-0.76,1.377,1.3859,1.3872,1.3645,14606000,-0.65
2013-06-12,109.0,111.7870025635,106.7340011597,108.1500015259,0,-0.78,1629.94,1637.71,1610.92,1612.52,3202550000,-1.07,1.392,1.3777,1.394,1.3722,11220000,1.09
2013-06-13,108.7760009766,110.3000030518,100.5299987793,104.0,0,-4.39,1612.15,1639.25,1608.07,1636.36,3378620000,1.5,1.3778,1.3874,1.3944,1.373,12778000,-1.02
2013-06-14,103.9489974976,104.6999969482,98.0,99.9788970947,0,-3.82,1635.52,1640.8,1623.96,1626.73,2939400000,-0.54,1.3876,1.3848,1.3918,1.3778,10091000,0.71
2013-06-17,99.9000015259,102.2099990845,99.0,101.6999969482,0,1.8,1630.64,1646.5,1630.34,1639.04,3137080000,0.52,1.3831,1.3901,1.3914,1.3798,7835000,-0.32
2013-06-18,101.9499969482,111.111000061,101.0329971313,107.4000015259,0,5.35,1639.77,1654.19,1639.77,1651.81,3120980000,0.73,1.3669,1.3843,1.3854,1.3602,12878000,-1.17
2013-06-19,107.0500030518,110.2249984741,105.7549972534,108.25,0,1.12,1651.83,1652.45,1628.91,1628.93,3545060000,-1.39,1.374,1.3673,1.376,1.3483,13647000,0.52
2013-06-20,108.2509994507,114.3000030518,107.5,110.1500015259,0,1.75,1624.62,1624.62,1584.32,1588.19,4858850000,-2.24,1.2862,1.3512,1.3512,1.2754,36887000,-6.39
2013-06-21,111.2900009155,114.9899978638,107.6849975586,109.5,0,-1.61,1588.62,1599.19,1577.7,1592.43,5797280000,0.24,1.292,1.2776,1.3017,1.2687,19015000,0.45
2013-06-24,107.9000015259,108.3339996338,100.9800033569,102.7369995117,0,-4.78,1588.77,1588.77,1560.33,1573.09,4733660000,-0.99,1.2771,1.2963,1.3007,1.2751,16033000,-1.15
2013-06-25,102.0899963379,106.4700012207,101.0100021362,103.9499969482,0,1.82,1577.52,1593.79,1577.09,1588.03,3761170000,0.67,1.2751,1.2817,1.289,1.2707,16180000,-0.16
2013-06-26,103.3290023804,105.4889984131,102.7919998169,104.0,0,0.65,1592.27,1606.83,1592.27,1603.26,3558340000,0.69,1.2298,1.277,1.2775,1.221,31840000,-3.55
2013-06-27,104.0,104.0,101.0999984741,101.43699646,0,-2.46,1606.44,1620.07,1606.44,1613.2,3364540000,0.42,1.2116,1.2255,1.2442,1.1961,26139000,-1.48
2013-06-28,101.7369995117,101.7369995117,92.3330001831,94.6492004395,0,-6.97,1611.12,1615.94,1601.06,1606.28,4977190000,-0.3,1.2237,1.1995,1.2348,1.1794,30935000,1.0
2013-07-01,97.5100021362,97.6649017334,86.297203064,88.0500030518,0,-9.7,1609.78,1626.61,1609.78,1614.96,3104690000,0.32,1.2557,1.2329,1.2617,1.2241,20405000,2.62
2013-07-02,88.0500030518,92.3000030518,87.5100021362,90.1340026855,0,2.37,1614.29,1624.26,1606.77,1614.08,3317130000,-0.01,1.2434,1.2527,1.267,1.2388,16974000,-0.98
2013-07-03,90.4049987793,90.9812011719,76.9792022705,77.5299987793,0,-14.24,1611.48,1618.97,1604.57,1615.41,1966050000,0.24,1.2519,1.2419,1.2593,1.236,15285000,0.68
2013-07-08,76.5,80.0,72.5999984741,76.5159988403,0,0.02,1634.2,1644.68,1634.2,1640.46,3514590000,0.38,1.2349,1.2211,1.2374,1.2144,14057000,1.83
2013-07-09,76.0,78.3000030518,72.5199966431,76.6940002441,0,0.91,1642.89,1654.18,1642.89,1652.32,3155360000,0.57,1.2459,1.2352,1.2587,1.232,16668000,0.89
2013-07-10,76.7200012207,87.0,76.1999969482,86.7600021362,0,13.09,1651.56,1657.92,1647.66,1652.62,3011010000,0.06,1.2474,1.2491,1.2656,1.2422,19015000,0.12
2013-07-11,88.0,90.2799987793,85.0799026489,88.9800033569,0,1.11,1657.41,1676.63,1657.41,1675.02,3446340000,1.06,1.2799,1.2657,1.2972,1.2621,20715000,2.61
2013-07-12,88.9789962769,104.0,88.1660003662,93.5949020386,0,5.19,1675.26,1680.19,1672.33,1680.19,3039070000,0.29,1.2776,1.2849,1.2874,1.2664,13640000,-0.18
2013-07-15,93.6050033569,101.9000015259,93.1100006104,98.4001998901,0,5.12,1679.59,1684.51,1677.89,1682.5,2623200000,0.17,1.2835,1.2839,1.2936,1.2725,11668000,0.46
2013-07-16,98.890296936,99.8622970581,96.1416015625,97.4507980347,0,-1.46,1682.7,1683.73,1671.84,1676.26,3081710000,-0.38,1.2904,1.2816,1.2947,1.2756,12763000,0.54
